num	null_model	altermodel	LogLikelihoodRatio	null_est	alt_est
157	-144103.771661	-143927.110152	176.661509	lambda: 0.00102085209578_mu: 0.00060246973340	lambda: 0.00103301999346,0.00011026591859_mu: 0.00061169198673,0.00000000000025
158	-143204.530960	-143095.886257	108.644703	lambda: 0.00101026405334_mu: 0.00059769365656	lambda: 0.00102322690597,0.00055524372446_mu: 0.00060154029144,0.00024572001803
159	-143131.222832	-142941.888615	189.334217	lambda: 0.00100652409768_mu: 0.00060696269425	lambda: 0.00101854519150,0.00010755516711_mu: 0.00061656480613,0.00000000000026
160	-143172.684446	-143002.541957	170.14248899999	lambda: 0.00101003885971_mu: 0.00060867989002	lambda: 0.00102201004619,0.00027110871906_mu: 0.00061782048731,0.00000000000078
161	-143947.166072	-143777.772659	169.39341299998	lambda: 0.00100445680079_mu: 0.00061848059556	lambda: 0.00101529147940,0.00017987425951_mu: 0.00062902567953,0.00000000000500
162	-143619.030951	-143416.483402	202.54754899998	lambda: 0.00100152839830_mu: 0.00061650542592	lambda: 0.00099581904493,0.00007439612439_mu: 0.00064392190802,0.00000000000021
163	-143620.110983	-143446.377332	173.73365099999	lambda: 0.00100733305145_mu: 0.00062256828582	lambda: 0.00102176042023,0.00013313082890_mu: 0.00060905311734,0.00000103258580
164	-144188.153969	-144025.877512	162.276457	lambda: 0.00102066055039_mu: 0.00060481410495	lambda: 0.00104244340147,0.00016564184876_mu: 0.00063649193095,0.00000000000041
165	-143354.888054	-143188.561178	166.32687600001	lambda: 0.00101208380025_mu: 0.00061271342930	lambda: 0.00102485172493,0.00009102540516_mu: 0.00062320734412,0.00000000140631
166	-144067.285842	-143870.365983	196.91985900002	lambda: 0.00101160019807_mu: 0.00061427157358	lambda: 0.00102172044055,0.00009241556876_mu: 0.00063107285258,0.00000000026329
167	-143554.825039	-143364.232081	190.59295799999	lambda: 0.00101113434875_mu: 0.00060416798527	lambda: 0.00102169263283,0.00012784202145_mu: 0.00061465066770,0.00000000000171
168	-143950.075184	-143762.705253	187.36993099999	lambda: 0.00101313180788_mu: 0.00060997686272	lambda: 0.00103088342934,0.00020345037787_mu: 0.00062689945913,0.00000000000010
169	-143980.588798	-145172.151214	-1191.562416	lambda: 0.00100794987543_mu: 0.00061924311842	lambda: 0.00190650986686,0.00077364683742_mu: 0.00051984442633,0.00000000000021
170	-143124.996317	-142949.763817	175.23250000001	lambda: 0.00101088782796_mu: 0.00060893045001	lambda: 0.00102305650383,0.00014110249627_mu: 0.00061885395038,0.00000000000621
171	-143341.906042	-143345.200940	-3.2948980000219	lambda: 0.00100103270321_mu: 0.00060975094357	lambda: 0.00098542894354,0.00130297025351_mu: 0.00061592002836,0.00007180688671
172	-143675.203006	-143482.859524	192.343482	lambda: 0.00099799665115_mu: 0.00061557516194	lambda: 0.00100589744166,0.00010028742565_mu: 0.00062272428665,0.00000000000181
173	-143366.620479	-143197.885190	168.735289	lambda: 0.00100930652007_mu: 0.00060303573658	lambda: 0.00101889354588,0.00019282859725_mu: 0.00061179431683,0.00000031398033
174	-144153.232336	-143955.305349	197.92698699998	lambda: 0.00102498290347_mu: 0.00061383529869	lambda: 0.00103732540076,0.00012689444162_mu: 0.00062620136707,0.00000000000528
175	-143886.621351	-143704.413730	182.20762100001	lambda: 0.00102169715961_mu: 0.00060660509860	lambda: 0.00103433317637,0.00008048993817_mu: 0.00061659026617,0.00000000000029
176	-144195.681262	-144050.629420	145.05184199999	lambda: 0.00101671115999_mu: 0.00062022818613	lambda: 0.00104212460752,0.00020657271299_mu: 0.00057819061812,0.00000000000275
177	-144175.051081	-143993.528986	181.52209500002	lambda: 0.00100868242781_mu: 0.00061967422619	lambda: 0.00101884491675,0.00011868000386_mu: 0.00062848841799,0.00000000000003
178	-143219.947765	-143021.503834	198.44393099999	lambda: 0.00100962110006_mu: 0.00061612774282	lambda: 0.00102302460882,0.00003521330121_mu: 0.00062397791125,0.00000000000203
179	-143614.126511	-143474.964273	139.16223800002	lambda: 0.00099780722802_mu: 0.00061734106195	lambda: 0.00101410495907,0.00061706814808_mu: 0.00062790123227,0.00000000000002
180	-144355.178492	-144185.968444	169.21004800001	lambda: 0.00100751327698_mu: 0.00061310377925	lambda: 0.00102030389839,0.00018640229176_mu: 0.00062302652990,0.00000000000651
181	-143268.737355	-143092.111598	176.625757	lambda: 0.00100038611685_mu: 0.00062929941885	lambda: 0.00100426159995,0.00016788672576_mu: 0.00064742047733,0.00000000000274
182	-144438.394942	-144260.382986	178.011956	lambda: 0.00101849296423_mu: 0.00061410625054	lambda: 0.00102900453295,0.00015280749439_mu: 0.00062474074832,0.00008876959469
183	-142923.433701	-142746.791825	176.64187600001	lambda: 0.00099878608789_mu: 0.00060487227439	lambda: 0.00101036373440,0.00014976727060_mu: 0.00061333671671,0.00000000000008
184	-142976.994857	-142788.609019	188.38583800002	lambda: 0.00101280336133_mu: 0.00060541239245	lambda: 0.00102606969327,0.00010643644595_mu: 0.00061440628342,0.00000290416464
185	-144072.898986	-143881.197495	191.70149099999	lambda: 0.00102231404322_mu: 0.00061740912710	lambda: 0.00103462927465,0.00009244555174_mu: 0.00062808746229,0.00000000000209
186	-143975.308787	-143775.619967	199.68881999998	lambda: 0.00100654384852_mu: 0.00062283537983	lambda: 0.00101810828151,0.00007261199750_mu: 0.00063325585248,0.00000000000025
187	-143258.295343	-143217.698699	40.596644000005	lambda: 0.00100666862188_mu: 0.00060395268472	lambda: 0.00102367919064,0.00121598321290_mu: 0.00061304222393,0.00000000000347
188	-143431.469506	-143240.376908	191.09259799999	lambda: 0.00100849047161_mu: 0.00060043011892	lambda: 0.00102096403950,0.00006286804662_mu: 0.00061005427801,0.00000286771384
189	-144310.526151	-144125.463896	185.062255	lambda: 0.00101926460637_mu: 0.00061506105698	lambda: 0.00103193696791,0.00010110785808_mu: 0.00062432140697,0.00000000000654
190	-143563.099515	-143385.792871	177.306644	lambda: 0.00101287027321_mu: 0.00060848768461	lambda: 0.00102433031701,0.00016676400123_mu: 0.00061945438840,0.00000000000231
191	-143771.982343	-143612.274869	159.70747400002	lambda: 0.00100467858707_mu: 0.00060627110045	lambda: 0.00101593541299,0.00018527970861_mu: 0.00061578236374,0.00001307603818
192	-143586.087811	-143409.393830	176.69398100002	lambda: 0.00100812544553_mu: 0.00060936789698	lambda: 0.00102115429315,0.00009496134116_mu: 0.00061865583018,0.00000000024390
193	-143105.817765	-142902.408018	203.40974700003	lambda: 0.00099097689337_mu: 0.00061000370769	lambda: 0.00100272583310,0.00005364956823_mu: 0.00061964725832,0.00000000000420
194	-144143.024977	-143939.688307	203.33666999999	lambda: 0.00100217528970_mu: 0.00062142998035	lambda: 0.00101456323154,0.00005608147269_mu: 0.00063074610955,0.00000000000171
195	-143513.289135	-143347.284531	166.00460399999	lambda: 0.00099651365921_mu: 0.00061451127578	lambda: 0.00100564261128,0.00021337446857_mu: 0.00062558253147,0.00000000000056
196	-143965.036084	-143781.594787	183.44129699998	lambda: 0.00101253282022_mu: 0.00060739825737	lambda: 0.00102992639619,0.00009439701795_mu: 0.00060484814962,0.00000000001587
197	-144537.414552	-144336.862376	200.552176	lambda: 0.00100291214416_mu: 0.00062404345983	lambda: 0.00101748590795,0.00016293171202_mu: 0.00063451558165,0.00000000000711
198	-143662.728233	-143474.606903	188.12132999999	lambda: 0.00100799188829_mu: 0.00061461616919	lambda: 0.00101907281119,0.00008566900270_mu: 0.00062526134521,0.00000000000270
199	-144196.127224	-144005.565710	190.561514	lambda: 0.00102320020350_mu: 0.00061043115242	lambda: 0.00103580660919,0.00037649047069_mu: 0.00061890922830,0.00000000000040
200	-142918.423212	-142914.437808	3.9854040000064	lambda: 0.00100335799304_mu: 0.00060783651499	lambda: 0.00102009778917,0.00136836333736_mu: 0.00061610724202,0.00000000000005
201	-143944.154985	-143765.486472	178.66851300001	lambda: 0.00101437365655_mu: 0.00061309410899	lambda: 0.00102409224205,0.00016001426030_mu: 0.00062428088326,0.00000000000336
202	-143379.590412	-143188.509991	191.08042099999	lambda: 0.00101603098489_mu: 0.00060931785889	lambda: 0.00102741981633,0.00012766972660_mu: 0.00061967255514,0.00000000000207
203	-143427.924888	-143245.550690	182.374198	lambda: 0.00100385389210_mu: 0.00061998154291	lambda: 0.00101553813619,0.00010817470826_mu: 0.00062954349411,0.00000000000443
204	-143675.317997	-145539.382967	-1864.06497	lambda: 0.00100149840716_mu: 0.00060709511386	lambda: 0.00126874328050,0.00002104548303_mu: 0.00031020994872,0.00000000000020
205	-144118.622517	-143931.715654	186.90686300001	lambda: 0.00102581461583_mu: 0.00060502544274	lambda: 0.00104334940996,0.00019040600560_mu: 0.00061360969233,0.00000023602943
206	-143399.376708	-143343.343055	56.033652999991	lambda: 0.00100630474296_mu: 0.00061462823883	lambda: 0.00103734091926,0.00000000000000_mu: 0.00053143423963,0.00000230234195
207	-143112.533593	-142903.266352	209.26724099999	lambda: 0.00101059690469_mu: 0.00061048607122	lambda: 0.00102242470164,0.00006578058491_mu: 0.00062257996088,0.00000000000054
208	-143116.256850	-143095.343368	20.913482000004	lambda: 0.00101005065234_mu: 0.00060809194772	lambda: 0.00093102591481,0.00000000000003_mu: 0.00057230481547,0.00047200344019
209	-144428.510362	-144266.312772	162.19759	lambda: 0.00101271609199_mu: 0.00062933392145	lambda: 0.00102490181783,0.00011082533698_mu: 0.00063865763615,0.00000000000570
210	-143436.239289	-143257.475876	178.76341299998	lambda: 0.00100102654786_mu: 0.00060056087326	lambda: 0.00101492859334,0.00015372021203_mu: 0.00060930531752,0.00000000000125
211	-143744.423029	-143551.746268	192.67676100001	lambda: 0.00100657758182_mu: 0.00061205279293	lambda: 0.00101852182920,0.00008673593486_mu: 0.00061684669003,0.00000000000079
212	-143251.170829	-144338.688148	-1087.517319	lambda: 0.00101449707687_mu: 0.00061135986429	lambda: 0.00192871045203,0.00000105505385_mu: 0.00049406887518,0.00000000000059
213	-144551.458481	-144367.838440	183.62004100002	lambda: 0.00101659060241_mu: 0.00061980161118	lambda: 0.00102816621627,0.00009935960052_mu: 0.00062978790565,0.00000000000160
214	-144474.221657	-144317.775398	156.44625899999	lambda: 0.00101860494050_mu: 0.00061504365352	lambda: 0.00103013592756,0.00020649314343_mu: 0.00062423597747,0.00000000000092
215	-143270.246418	-143097.570710	172.675708	lambda: 0.00100628509663_mu: 0.00061219020275	lambda: 0.00101655227566,0.00012497826564_mu: 0.00062327976798,0.00000000000999
216	-143915.660396	-146263.340968	-2347.680572	lambda: 0.00101455022390_mu: 0.00061510140640	lambda: 0.00082866391913,0.00845011406840_mu: 0.00064281788708,0.00042881970437
217	-143967.335153	-143762.182348	205.15280499999	lambda: 0.00101255782855_mu: 0.00062744997205	lambda: 0.00102640731613,0.00008960412073_mu: 0.00063773153197,0.00000000094579
218	-143245.947162	-143075.254372	170.69279	lambda: 0.00100410127783_mu: 0.00060763277502	lambda: 0.00101586632288,0.00014903359914_mu: 0.00061774375555,0.00000000000192
219	-142726.002779	-142532.011531	193.99124800001	lambda: 0.00099684835852_mu: 0.00060902398664	lambda: 0.00101114353618,0.00004833550633_mu: 0.00061834425659,0.00000000140656
220	-143611.728427	-143424.010150	187.71827700001	lambda: 0.00102193318565_mu: 0.00060668375268	lambda: 0.00103441217402,0.00010201829635_mu: 0.00061584501578,0.00000000000173
221	-143674.083592	-143501.934852	172.14874	lambda: 0.00100907614747_mu: 0.00061546455239	lambda: 0.00102326946942,0.00034691639006_mu: 0.00062937400130,0.00000003521415
222	-144068.743280	-143876.778574	191.964706	lambda: 0.00101208224515_mu: 0.00060575332108	lambda: 0.00102502361929,0.00009048842418_mu: 0.00061558602352,0.00000000000744
223	-143632.788688	-143448.229513	184.559175	lambda: 0.00101842552573_mu: 0.00061110550305	lambda: 0.00102982245075,0.00014537862177_mu: 0.00062138226617,0.00000000000582
224	-143104.406863	-142907.691540	196.71532300001	lambda: 0.00100846281290_mu: 0.00060617390002	lambda: 0.00102037501896,0.00009093155588_mu: 0.00061595112877,0.00000000002417
225	-143779.829715	-143605.934047	173.89566800001	lambda: 0.00101646526969_mu: 0.00060930055885	lambda: 0.00102683574405,0.00018503735739_mu: 0.00061923521238,0.00000003553240
226	-144259.645614	-144091.179603	168.46601100001	lambda: 0.00101509533098_mu: 0.00061128187472	lambda: 0.00102618944880,0.00033423837521_mu: 0.00062099164994,0.00000003181228
227	-143574.745416	-143394.573276	180.17213999998	lambda: 0.00101849566124_mu: 0.00060516077690	lambda: 0.00103066807561,0.00023857430684_mu: 0.00061361414085,0.00000000001031
228	-143715.136672	-143531.476137	183.660535	lambda: 0.00100484384943_mu: 0.00061093346560	lambda: 0.00101818790103,0.00010863905476_mu: 0.00062127104543,0.00000005731836
229	-143863.505538	-143679.736155	183.76938300001	lambda: 0.00101536613128_mu: 0.00060882551252	lambda: 0.00102731841760,0.00012901240885_mu: 0.00061846044414,0.00000000551485
230	-143801.135738	-143778.858414	22.277324000024	lambda: 0.00100712516569_mu: 0.00061214737397	lambda: 0.00098208393697,0.00000000000031_mu: 0.00067008639589,0.00077900700975
231	-143767.702352	-143575.237069	192.465283	lambda: 0.00100359269196_mu: 0.00062366902922	lambda: 0.00099650274304,0.00011990630697_mu: 0.00064458479863,0.00000000000508
232	-143247.235915	-143133.091332	114.14458299999	lambda: 0.00101763956223_mu: 0.00061431399025	lambda: 0.00102589598400,0.00079025584071_mu: 0.00062152045863,0.00000000002385
233	-143664.961243	-143488.165993	176.79525	lambda: 0.00102573251242_mu: 0.00060357864560	lambda: 0.00103564031023,0.00018524310365_mu: 0.00061469617121,0.00000000000201
234	-143293.936165	-143117.848201	176.08796400001	lambda: 0.00099753342682_mu: 0.00061308650963	lambda: 0.00098974071321,0.00017501155996_mu: 0.00065124422904,0.00000000000038
235	-143494.447035	-145535.478219	-2041.031184	lambda: 0.00100915428312_mu: 0.00060985743908	lambda: 0.00105950421608,0.00000009037525_mu: 0.00027130355969,0.00000000000043
236	-142784.229312	-142675.547477	108.68183500002	lambda: 0.00099871014809_mu: 0.00060551643568	lambda: 0.00101090780750,0.00080370639101_mu: 0.00061351338056,0.00000000187701
237	-143470.658269	-143390.549446	80.108823000017	lambda: 0.00099911845608_mu: 0.00061676106400	lambda: 0.00102690270584,0.00105552238472_mu: 0.00062514115814,0.00000000058519
238	-144049.767645	-143879.920398	169.84724700003	lambda: 0.00102550565438_mu: 0.00061755049575	lambda: 0.00103997487694,0.00032967226331_mu: 0.00062598320326,0.00000000000398
239	-143615.633901	-143443.675958	171.95794299999	lambda: 0.00100494648769_mu: 0.00060833206526	lambda: 0.00101606994823,0.00017280534511_mu: 0.00061798364377,0.00000000055703
240	-143603.182965	-153756.377580	-10153.194615	lambda: 0.00100229940282_mu: 0.00061798469995	lambda: 0.00126539353372,0.00000000000028_mu: 0.00006051487437,0.00000327199825
241	-143436.783580	-143272.066992	164.71658799998	lambda: 0.00100943197151_mu: 0.00061101518465	lambda: 0.00102014356050,0.00018069569239_mu: 0.00062062441636,0.00000000000228
242	-143559.768791	-143373.115630	186.65316100002	lambda: 0.00101412646694_mu: 0.00061221082342	lambda: 0.00102514120981,0.00014646211180_mu: 0.00062236384886,0.00000000000054
243	-143445.800034	-143261.233152	184.56688200001	lambda: 0.00101712305167_mu: 0.00061292840012	lambda: 0.00102892649750,0.00010374086929_mu: 0.00062270812237,0.00000000007921
244	-143771.825553	-143598.702066	173.123487	lambda: 0.00102287341554_mu: 0.00061409983689	lambda: 0.00103420860888,0.00000167096693_mu: 0.00062607729352,0.00000000000363
245	-144135.588817	-143946.634028	188.95478900001	lambda: 0.00100478973996_mu: 0.00062159442789	lambda: 0.00101643823282,0.00011830325822_mu: 0.00063130604192,0.00000000025643
246	-144173.138036	-143997.658596	175.47944	lambda: 0.00101382018337_mu: 0.00061643574461	lambda: 0.00102574262352,0.00011439067173_mu: 0.00062709179218,0.00000000000381
247	-143590.750627	-143392.810772	197.939855	lambda: 0.00100552122898_mu: 0.00060813470085	lambda: 0.00101636460681,0.00007845225487_mu: 0.00061817782931,0.00000005828005
248	-142963.746203	-147576.921640	-4613.175437	lambda: 0.00100372370675_mu: 0.00060777856932	lambda: 0.00116735986304,0.00000000000292_mu: 0.00016385412900,0.00004207522671
249	-143318.114355	-143147.257013	170.857342	lambda: 0.00101248465618_mu: 0.00060383922570	lambda: 0.00102264581200,0.00022026657252_mu: 0.00061339327145,0.00000000000068
250	-144097.207025	-143901.734658	195.47236700001	lambda: 0.00100409466444_mu: 0.00061776691370	lambda: 0.00101536903593,0.00009731820302_mu: 0.00062741863049,0.00000000005434
251	-143839.574782	-143654.020006	185.554776	lambda: 0.00100817194853_mu: 0.00061762148095	lambda: 0.00101906705771,0.00013197758869_mu: 0.00062771566480,0.00000000000404
252	-143650.071677	-143442.728925	207.342752	lambda: 0.00100648876391_mu: 0.00061034157836	lambda: 0.00101948204516,0.00007939573029_mu: 0.00062067521730,0.00000000000537
253	-144441.648082	-144267.224115	174.42396700001	lambda: 0.00101372200974_mu: 0.00060923157306	lambda: 0.00102471566947,0.00018562907922_mu: 0.00062146445154,0.00000000000213
254	-142617.677385	-144542.790277	-1925.112892	lambda: 0.00099614870743_mu: 0.00060084642786	lambda: 0.00112215541859,0.00000000000005_mu: 0.00027774327942,0.00000000000123
255	-144137.568731	-143983.077525	154.49120600001	lambda: 0.00100853113184_mu: 0.00060996455456	lambda: 0.00104611480198,0.00034000853704_mu: 0.00060125022099,0.00000000000056
256	-143088.270227	-142904.532374	183.737853	lambda: 0.00100006800394_mu: 0.00061827698968	lambda: 0.00100114822710,0.00016870338131_mu: 0.00062425134137,0.00000000000115
257	-143307.583081	-143142.594760	164.98832099998	lambda: 0.00100805669902_mu: 0.00059908677082	lambda: 0.00101920473461,0.00016547945036_mu: 0.00060860615279,0.00000000014141
258	-144155.693223	-143972.454832	183.23839100002	lambda: 0.00100899709751_mu: 0.00061197606362	lambda: 0.00102015718732,0.00015078664103_mu: 0.00062296816999,0.00000000006515
259	-143163.791818	-143010.214479	153.57733900001	lambda: 0.00101342601627_mu: 0.00061040618367	lambda: 0.00102642983016,0.00039199330182_mu: 0.00061828042110,0.00000805708616
260	-143383.698321	-143211.556381	172.14194	lambda: 0.00100728949643_mu: 0.00060652773613	lambda: 0.00101928995399,0.00032844777082_mu: 0.00061439387569,0.00000000000207
261	-142914.074384	-142751.621130	162.45325399999	lambda: 0.00100272628983_mu: 0.00060445628050	lambda: 0.00101440735743,0.00018170412657_mu: 0.00061373486596,0.00000000000262
262	-143570.959927	-143379.562792	191.39713499998	lambda: 0.00099718226867_mu: 0.00061190658302	lambda: 0.00100516165340,0.00013802477218_mu: 0.00062278577427,0.00000000000007
263	-143866.171891	-143700.202313	165.96957800002	lambda: 0.00101389132542_mu: 0.00060786931815	lambda: 0.00101348886979,0.00012879583245_mu: 0.00063022530903,0.00000012727411
264	-143373.282195	-143178.525984	194.756211	lambda: 0.00100134760128_mu: 0.00061358765899	lambda: 0.00101728366279,0.00010644129179_mu: 0.00062146020672,0.00000000000004
265	-143533.758306	-148837.816359	-5304.058053	lambda: 0.00100014387478_mu: 0.00061630975169	lambda: 0.00031028932936,0.00000000000010_mu: 0.00079444498237,0.00000095062053
266	-143294.415396	-145918.012821	-2623.597425	lambda: 0.00101031790816_mu: 0.00061136702643	lambda: 0.00051968782650,0.00000000000002_mu: 0.00067185319242,0.00218113914807
267	-143687.777687	-143515.357463	172.420224	lambda: 0.00101282740198_mu: 0.00060833884929	lambda: 0.00102591259339,0.00010735051564_mu: 0.00061733371833,0.00000000004230
268	-143387.323706	-143236.629862	150.69384399999	lambda: 0.00100359888883_mu: 0.00062155053944	lambda: 0.00101208701486,0.00022001202669_mu: 0.00063070304644,0.00000000000256
269	-142534.534318	-142573.535913	-39.001595000009	lambda: 0.00100393602832_mu: 0.00060641543324	lambda: 0.00100225478808,0.00151272290617_mu: 0.00061890366696,0.00000000000009
270	-143385.904426	-143208.624496	177.27992999999	lambda: 0.00099661561330_mu: 0.00061831096802	lambda: 0.00100847250342,0.00012293577166_mu: 0.00062770215520,0.00000000000756
271	-143672.517986	-143474.452985	198.06500099998	lambda: 0.00101320423557_mu: 0.00060789253958	lambda: 0.00102455087194,0.00010530121317_mu: 0.00061816079078,0.00000000000326
272	-144034.795995	-143850.760986	184.03500899998	lambda: 0.00100721183269_mu: 0.00061872381180	lambda: 0.00102025544561,0.00010362104269_mu: 0.00062876242564,0.00000000000314
273	-143731.600284	-143555.831268	175.76901599998	lambda: 0.00101255018684_mu: 0.00060598678640	lambda: 0.00102449460792,0.00013998590770_mu: 0.00061544191892,0.00000000000268
274	-143034.014283	-142845.988315	188.025968	lambda: 0.00100476423954_mu: 0.00059993601822	lambda: 0.00101579187185,0.00014916050859_mu: 0.00061026784322,0.00000000000252
275	-143449.688806	-143276.643335	173.04547099999	lambda: 0.00099742763960_mu: 0.00061658395763	lambda: 0.00100816969000,0.00014964248290_mu: 0.00062640400822,0.00000000000044
276	-143645.290059	-143442.537744	202.75231499999	lambda: 0.00100726948903_mu: 0.00061380567888	lambda: 0.00102197435341,0.00008003336605_mu: 0.00062455554968,0.00000000000369
277	-144013.733753	-143816.423601	197.31015200002	lambda: 0.00100615535219_mu: 0.00060753743575	lambda: 0.00101569289565,0.00011349309075_mu: 0.00061943612593,0.00000000000157
278	-144692.970274	-144496.360665	196.60960900001	lambda: 0.00101153213658_mu: 0.00061050343682	lambda: 0.00102392064503,0.00003970971262_mu: 0.00061939829501,0.00000000120245
279	-143741.087410	-143557.890107	183.19730299999	lambda: 0.00097610640011_mu: 0.00062439798668	lambda: 0.00101964182941,0.00010232793319_mu: 0.00062115411782,0.00000734766998
280	-143140.818617	-142945.705818	195.11279900002	lambda: 0.00099441382593_mu: 0.00061225447094	lambda: 0.00100833224532,0.00006726352549_mu: 0.00062319021765,0.00000000000012
281	-143217.488544	-143012.657002	204.831542	lambda: 0.00099867762138_mu: 0.00060988313125	lambda: 0.00100783490551,0.00004655632318_mu: 0.00062182831549,0.00000000000092
282	-143630.923568	-143449.648101	181.275467	lambda: 0.00101185675719_mu: 0.00060398132557	lambda: 0.00102315231624,0.00013497267722_mu: 0.00061332866550,0.00000000000830
283	-143544.134521	-143372.872546	171.261975	lambda: 0.00101691563565_mu: 0.00061327964476	lambda: 0.00102868049370,0.00036641791872_mu: 0.00062217248527,0.00000000000781
284	-143524.485733	-143353.055337	171.43039600001	lambda: 0.00101679972881_mu: 0.00061677023304	lambda: 0.00102869406931,0.00015048539304_mu: 0.00062689500221,0.00000000581863
285	-143723.659515	-143550.230089	173.42942600002	lambda: 0.00101474419035_mu: 0.00061058285137	lambda: 0.00102734363418,0.00015915017501_mu: 0.00061998964507,0.00000000000021
286	-143577.179892	-143402.234815	174.94507699998	lambda: 0.00100452771422_mu: 0.00061126010469	lambda: 0.00101148140191,0.00011674193155_mu: 0.00062332322117,0.00000000000168
287	-142439.578110	-142282.803382	156.77472799999	lambda: 0.00099876010858_mu: 0.00060049886474	lambda: 0.00101035002966,0.00039732867331_mu: 0.00061052245367,0.00000000017378
288	-143214.391445	-143038.611072	175.78037299999	lambda: 0.00100433027071_mu: 0.00060409075833	lambda: 0.00101627766192,0.00011677270738_mu: 0.00061182829603,0.00000000000016
289	-143207.216348	-143044.385544	162.830804	lambda: 0.00101541063147_mu: 0.00061591396338	lambda: 0.00102482436370,0.00020488235352_mu: 0.00062541641134,0.00000000000002
290	-143941.655860	-143749.092226	192.56363399999	lambda: 0.00100247552675_mu: 0.00062006316353	lambda: 0.00101484551958,0.00006360222544_mu: 0.00063009786236,0.00000000000248
291	-143652.696152	-143483.364460	169.33169199998	lambda: 0.00101081962244_mu: 0.00060433196285	lambda: 0.00102052545352,0.00019254172262_mu: 0.00061462100670,0.00000000000414
292	-142908.550018	-142741.438266	167.111752	lambda: 0.00097478362226_mu: 0.00061558251909	lambda: 0.00099534181585,0.00053665191923_mu: 0.00062323115858,0.00000000000133
293	-144070.041800	-143871.013876	199.02792399999	lambda: 0.00101003898147_mu: 0.00061060126669	lambda: 0.00102071702772,0.00004800348500_mu: 0.00062197964547,0.00000000008188
294	-143337.522150	-143144.784232	192.737918	lambda: 0.00100992732847_mu: 0.00060265234025	lambda: 0.00102199879339,0.00004963034093_mu: 0.00061172463285,0.00000000000180
295	-143436.709503	-143264.869304	171.840199	lambda: 0.00100882461592_mu: 0.00061330636617	lambda: 0.00101872694505,0.00020746904147_mu: 0.00062443219859,0.00000000000138
296	-143347.154179	-143194.444079	152.7101	lambda: 0.00100979643270_mu: 0.00059908355370	lambda: 0.00102323084992,0.00058334451211_mu: 0.00060480603585,0.00000000000082
297	-144119.050166	-143930.256888	188.793278	lambda: 0.00101125233198_mu: 0.00061861566718	lambda: 0.00102183887004,0.00010773630415_mu: 0.00062955662134,0.00000000000323
298	-144564.715102	-144390.094424	174.62067799998	lambda: 0.00101172190184_mu: 0.00061175118343	lambda: 0.00102203513869,0.00018664328032_mu: 0.00062315102199,0.00000000000163
299	-144051.361986	-165577.402364	-21526.040378	lambda: 0.00101413801298_mu: 0.00060474944715	lambda: 0.00276794714352,0.00107837190639_mu: 0.00265207786499,0.00186638150350
300	-143325.377877	-143116.095659	209.28221799998	lambda: 0.00100224546952_mu: 0.00062321749034	lambda: 0.00102751977431,0.00008564330887_mu: 0.00062550246501,0.00000000000002
301	-143781.514243	-143603.642006	177.872237	lambda: 0.00100726414506_mu: 0.00060384983043	lambda: 0.00102070186365,0.00011754081709_mu: 0.00061095185287,0.00000000000055
302	-143442.230128	-143272.201172	170.02895599999	lambda: 0.00102077513067_mu: 0.00061388006983	lambda: 0.00103097093829,0.00023262503918_mu: 0.00062368892157,0.00000000000004
303	-144570.875536	-144379.182524	191.693012	lambda: 0.00103187107698_mu: 0.00061520222766	lambda: 0.00104163700930,0.00017588008646_mu: 0.00062613939520,0.00000000000000
304	-143324.680629	-143158.148055	166.53257400001	lambda: 0.00097504493194_mu: 0.00061629624657	lambda: 0.00107638580066,0.00000040239616_mu: 0.00059327866193,0.00000000000049
305	-143757.517470	-143576.102869	181.414601	lambda: 0.00101103406047_mu: 0.00062316615775	lambda: 0.00102116405568,0.00018646965123_mu: 0.00063261427238,0.00000000198919
306	-142732.945219	-142690.075992	42.869226999988	lambda: 0.00097480995324_mu: 0.00061571852352	lambda: 0.00099544944231,0.00112816766669_mu: 0.00061378627287,0.00000000225531
307	-143568.659351	-143395.520497	173.13885400002	lambda: 0.00099607255101_mu: 0.00061628677809	lambda: 0.00100687091688,0.00021560544411_mu: 0.00063071142086,0.00000788918207
308	-143315.927825	-143114.641727	201.28609799998	lambda: 0.00099440185658_mu: 0.00060107789207	lambda: 0.00100593593560,0.00004052881168_mu: 0.00061124839793,0.00000000004729
309	-143132.696090	-142938.603258	194.09283200002	lambda: 0.00101409250975_mu: 0.00060997866683	lambda: 0.00102577490266,0.00009744210069_mu: 0.00062094843615,0.00000000231186
310	-143158.341661	-142992.773851	165.56781000001	lambda: 0.00100971774253_mu: 0.00060550120712	lambda: 0.00102454826232,0.00022373489930_mu: 0.00061561952809,0.00000000001721
311	-143538.560791	-143370.029190	168.531601	lambda: 0.00101491860214_mu: 0.00061075736881	lambda: 0.00100642502436,0.00014830892486_mu: 0.00061813011400,0.00000000000013
312	-143662.070381	-143464.068267	198.002114	lambda: 0.00101661961723_mu: 0.00060561732258	lambda: 0.00102716248173,0.00012526749514_mu: 0.00061601684364,0.00000000000007
313	-143803.729334	-143625.516684	178.21265	lambda: 0.00100034315957_mu: 0.00061756232159	lambda: 0.00101197515889,0.00009340303854_mu: 0.00062766418477,0.00000000000169
314	-143498.926019	-143337.954077	160.971942	lambda: 0.00099889689345_mu: 0.00062092131643	lambda: 0.00100994933087,0.00020264629513_mu: 0.00063130502445,0.00000059160775
