Human gene stable ID	Protein stable ID
	ENSDARP00000116159
	ENSDARP00000052100
ENSG00000101473	ENSDARP00000009993
ENSG00000151690	ENSDARP00000120762
	ENSDARP00000121988
ENSG00000176393	ENSDARP00000027655
ENSG00000176393	ENSDARP00000120583
	ENSDARP00000135025
	ENSDARP00000134046
	ENSDARP00000104794
	ENSDARP00000135987
ENSG00000135124	ENSDARP00000123980
ENSG00000135124	ENSDARP00000108004
ENSG00000135124	
ENSG00000165140	ENSDARP00000004866
ENSG00000165140	ENSDARP00000139888
ENSG00000004534	ENSDARP00000088044
ENSG00000004534	
ENSG00000105523	ENSDARP00000141483
ENSG00000105523	ENSDARP00000109484
ENSG00000175003	ENSDARP00000048889
ENSG00000112499	ENSDARP00000048889
ENSG00000177464	ENSDARP00000129226
ENSG00000177464	ENSDARP00000100370
ENSG00000163884	ENSDARP00000107271
	ENSDARP00000142066
	ENSDARP00000051947
ENSG00000144837	
ENSG00000144837	ENSDARP00000136350
ENSG00000144837	ENSDARP00000136769
ENSG00000182179	ENSDARP00000128383
ENSG00000112941	ENSDARP00000114567
ENSG00000152910	ENSDARP00000114383
ENSG00000106714	ENSDARP00000114383
ENSG00000154529	ENSDARP00000114383
ENSG00000283378	ENSDARP00000114383
ENSG00000152910	
ENSG00000106714	
ENSG00000154529	
ENSG00000283378	
ENSG00000152910	ENSDARP00000088465
ENSG00000106714	ENSDARP00000088465
ENSG00000154529	ENSDARP00000088465
ENSG00000283378	ENSDARP00000088465
ENSG00000142166	ENSDARP00000018474
ENSG00000142166	ENSDARP00000054593
ENSG00000034677	ENSDARP00000006534
ENSG00000034677	ENSDARP00000139783
ENSG00000128573	ENSDARP00000125579
ENSG00000128573	ENSDARP00000120014
ENSG00000128573	
ENSG00000128573	ENSDARP00000125476
ENSG00000128573	ENSDARP00000060860
	ENSDARP00000136614
	ENSDARP00000119491
ENSG00000113648	ENSDARP00000135218
ENSG00000113648	ENSDARP00000139864
ENSG00000159377	ENSDARP00000117990
	ENSDARP00000126589
	ENSDARP00000015985
ENSG00000117461	ENSDARP00000040333
ENSG00000278139	ENSDARP00000040333
ENSG00000117461	
ENSG00000278139	
ENSG00000117461	ENSDARP00000137602
ENSG00000278139	ENSDARP00000137602
ENSG00000169181	ENSDARP00000054407
ENSG00000113302	ENSDARP00000047523
ENSG00000113302	ENSDARP00000101046
ENSG00000102309	ENSDARP00000023444
ENSG00000151468	ENSDARP00000031745
ENSG00000135736	
ENSG00000135736	ENSDARP00000143218
ENSG00000132640	ENSDARP00000012365
ENSG00000132640	ENSDARP00000118034
ENSG00000132640	ENSDARP00000123626
	ENSDARP00000132981
	ENSDARP00000132541
ENSG00000169252	ENSDARP00000130127
ENSG00000169252	ENSDARP00000111777
ENSG00000091704	ENSDARP00000024981
ENSG00000091704	
ENSG00000116874	ENSDARP00000010571
	ENSDARP00000136214
	ENSDARP00000132388
ENSG00000003249	ENSDARP00000104905
	ENSDARP00000124748
ENSG00000146910	ENSDARP00000009432
ENSG00000146910	
ENSG00000146910	ENSDARP00000133952
	ENSDARP00000098962
	ENSDARP00000137570
	ENSDARP00000073905
	ENSDARP00000121155
ENSG00000214530	ENSDARP00000128006
	ENSDARP00000143031
	ENSDARP00000052167
ENSG00000120733	ENSDARP00000084278
ENSG00000120733	ENSDARP00000133582
ENSG00000120733	
ENSG00000120733	ENSDARP00000138150
ENSG00000090989	ENSDARP00000063153
ENSG00000090989	ENSDARP00000116284
ENSG00000090989	ENSDARP00000127319
ENSG00000090989	ENSDARP00000143958
ENSG00000123989	ENSDARP00000099591
ENSG00000033100	ENSDARP00000099591
ENSG00000153989	ENSDARP00000034808
ENSG00000153989	ENSDARP00000121865
ENSG00000173210	ENSDARP00000116596
ENSG00000173210	ENSDARP00000141374
ENSG00000173210	
ENSG00000173210	ENSDARP00000125529
ENSG00000173210	ENSDARP00000140642
ENSG00000173210	ENSDARP00000112241
ENSG00000173210	ENSDARP00000125317
ENSG00000164944	ENSDARP00000115495
ENSG00000164944	ENSDARP00000119083
ENSG00000164944	ENSDARP00000131427
ENSG00000132254	ENSDARP00000123682
ENSG00000132254	ENSDARP00000126912
ENSG00000132254	ENSDARP00000126869
ENSG00000132254	ENSDARP00000126739
ENSG00000132254	
ENSG00000132254	ENSDARP00000141531
ENSG00000132254	ENSDARP00000076751
ENSG00000008197	ENSDARP00000028710
ENSG00000114573	ENSDARP00000049002
ENSG00000114573	ENSDARP00000143946
ENSG00000118418	ENSDARP00000053366
ENSG00000118418	ENSDARP00000113097
ENSG00000138136	ENSDARP00000029690
ENSG00000185163	ENSDARP00000114414
ENSG00000185163	ENSDARP00000029445
ENSG00000163527	ENSDARP00000093301
ENSG00000131398	ENSDARP00000124090
ENSG00000131398	ENSDARP00000124513
ENSG00000131398	ENSDARP00000072711
ENSG00000131398	ENSDARP00000139946
ENSG00000131398	ENSDARP00000138260
ENSG00000164687	ENSDARP00000021916
ENSG00000197416	ENSDARP00000021916
ENSG00000147588	ENSDARP00000021916
ENSG00000205186	ENSDARP00000021916
ENSG00000170323	ENSDARP00000021916
ENSG00000068354	ENSDARP00000078040
ENSG00000101193	ENSDARP00000124870
ENSG00000101193	ENSDARP00000054737
ENSG00000196126	ENSDARP00000097822
ENSG00000179344	ENSDARP00000097822
ENSG00000223865	ENSDARP00000097822
ENSG00000198502	ENSDARP00000097822
ENSG00000241106	ENSDARP00000097822
ENSG00000248993	ENSDARP00000097822
ENSG00000232629	ENSDARP00000097822
ENSG00000242574	ENSDARP00000097822
ENSG00000196126	ENSDARP00000140023
ENSG00000179344	ENSDARP00000140023
ENSG00000223865	ENSDARP00000140023
ENSG00000198502	ENSDARP00000140023
ENSG00000241106	ENSDARP00000140023
ENSG00000248993	ENSDARP00000140023
ENSG00000232629	ENSDARP00000140023
ENSG00000242574	ENSDARP00000140023
ENSG00000166535	ENSDARP00000073195
ENSG00000166535	ENSDARP00000132820
	ENSDARP00000138894
ENSG00000196376	ENSDARP00000069445
ENSG00000164327	ENSDARP00000118822
ENSG00000164327	ENSDARP00000058310
ENSG00000134697	ENSDARP00000140260
ENSG00000134697	ENSDARP00000140768
ENSG00000185013	ENSDARP00000115075
ENSG00000250741	ENSDARP00000115075
ENSG00000204257	ENSDARP00000143199
ENSG00000204257	ENSDARP00000143187
ENSG00000204257	ENSDARP00000131722
ENSG00000204257	ENSDARP00000140770
ENSG00000018625	ENSDARP00000024272
ENSG00000018625	ENSDARP00000087730
ENSG00000160767	ENSDARP00000142025
ENSG00000160767	ENSDARP00000130099
ENSG00000174238	ENSDARP00000122708
ENSG00000174238	ENSDARP00000057696
ENSG00000174238	ENSDARP00000057256
ENSG00000008282	ENSDARP00000129712
ENSG00000008282	
	ENSDARP00000126945
	ENSDARP00000107106
ENSG00000108424	ENSDARP00000135519
ENSG00000108424	ENSDARP00000139217
ENSG00000110719	ENSDARP00000114268
ENSG00000227500	ENSDARP00000105358
ENSG00000227500	ENSDARP00000049433
	ENSDARP00000131473
ENSG00000250021	ENSDARP00000091551
ENSG00000242498	ENSDARP00000091551
ENSG00000114316	ENSDARP00000039867
	ENSDARP00000003744
ENSG00000167792	ENSDARP00000052929
ENSG00000167792	
	ENSDARP00000108118
ENSG00000213722	ENSDARP00000141774
ENSG00000213722	ENSDARP00000134871
ENSG00000213722	
ENSG00000213722	ENSDARP00000137861
ENSG00000213722	ENSDARP00000132109
	ENSDARP00000116483
ENSG00000085998	ENSDARP00000068245
ENSG00000085998	ENSDARP00000109849
ENSG00000167741	ENSDARP00000121946
ENSG00000242802	ENSDARP00000128237
ENSG00000177519	ENSDARP00000069903
	ENSDARP00000126913
	ENSDARP00000073782
	ENSDARP00000130012
	ENSDARP00000118803
ENSG00000143333	ENSDARP00000093238
ENSG00000135824	ENSDARP00000093238
ENSG00000103342	ENSDARP00000041710
ENSG00000189369	ENSDARP00000041710
ENSG00000169683	ENSDARP00000138152
ENSG00000169683	
ENSG00000109929	ENSDARP00000065599
	ENSDARP00000123312
ENSG00000175782	ENSDARP00000066908
ENSG00000196754	ENSDARP00000113367
ENSG00000196420	ENSDARP00000113367
ENSG00000188015	ENSDARP00000113367
ENSG00000196154	ENSDARP00000113367
ENSG00000197956	ENSDARP00000113367
ENSG00000196754	ENSDARP00000115567
ENSG00000196420	ENSDARP00000115567
ENSG00000188015	ENSDARP00000115567
ENSG00000196154	ENSDARP00000115567
ENSG00000197956	ENSDARP00000115567
ENSG00000196754	ENSDARP00000121340
ENSG00000196420	ENSDARP00000121340
ENSG00000188015	ENSDARP00000121340
ENSG00000196154	ENSDARP00000121340
ENSG00000197956	ENSDARP00000121340
ENSG00000196754	ENSDARP00000137466
ENSG00000196420	ENSDARP00000137466
ENSG00000188015	ENSDARP00000137466
ENSG00000196154	ENSDARP00000137466
ENSG00000197956	ENSDARP00000137466
	ENSDARP00000074841
	ENSDARP00000114786
	ENSDARP00000122395
	ENSDARP00000113804
	ENSDARP00000093660
	ENSDARP00000133265
	ENSDARP00000065031
	ENSDARP00000113330
	ENSDARP00000140552
ENSG00000173226	ENSDARP00000132962
ENSG00000173226	ENSDARP00000114173
ENSG00000154175	ENSDARP00000083979
ENSG00000154175	
	ENSDARP00000064988
ENSG00000243449	ENSDARP00000142883
ENSG00000243449	ENSDARP00000105636
	ENSDARP00000064665
ENSG00000157873	ENSDARP00000134806
ENSG00000157873	ENSDARP00000090732
ENSG00000157873	
ENSG00000097033	ENSDARP00000045932
ENSG00000097033	
ENSG00000097033	ENSDARP00000126375
ENSG00000097033	ENSDARP00000143647
ENSG00000097033	ENSDARP00000138573
	ENSDARP00000114009
	ENSDARP00000019171
ENSG00000155850	ENSDARP00000124111
	ENSDARP00000140288
	ENSDARP00000131507
	ENSDARP00000139638
	ENSDARP00000144550
	ENSDARP00000115346
ENSG00000109132	ENSDARP00000130156
ENSG00000109132	ENSDARP00000137086
ENSG00000109132	ENSDARP00000097111
ENSG00000172367	ENSDARP00000124778
ENSG00000172367	ENSDARP00000059372
ENSG00000254858	ENSDARP00000073314
	ENSDARP00000126237
	ENSDARP00000125673
ENSG00000167103	ENSDARP00000121436
ENSG00000167103	ENSDARP00000080842
ENSG00000090615	ENSDARP00000115821
ENSG00000090615	ENSDARP00000144048
ENSG00000090615	ENSDARP00000084927
ENSG00000090615	ENSDARP00000141766
ENSG00000090615	ENSDARP00000138987
ENSG00000179941	ENSDARP00000121514
ENSG00000179941	ENSDARP00000092012
ENSG00000179941	ENSDARP00000143740
	ENSDARP00000137774
ENSG00000250644	ENSDARP00000074872
ENSG00000117984	ENSDARP00000074872
ENSG00000250644	ENSDARP00000124482
ENSG00000117984	ENSDARP00000124482
ENSG00000250644	
ENSG00000117984	
ENSG00000250644	ENSDARP00000129943
ENSG00000117984	ENSDARP00000129943
	ENSDARP00000116192
	ENSDARP00000098046
ENSG00000134107	ENSDARP00000023917
ENSG00000116406	ENSDARP00000100688
ENSG00000116406	
ENSG00000116406	ENSDARP00000138599
	ENSDARP00000137078
ENSG00000177954	ENSDARP00000072300
ENSG00000177954	ENSDARP00000113389
ENSG00000177954	
	ENSDARP00000038024
	ENSDARP00000129657
ENSG00000143545	ENSDARP00000118739
ENSG00000143545	ENSDARP00000046921
ENSG00000110344	ENSDARP00000059375
ENSG00000110344	ENSDARP00000119015
ENSG00000110344	ENSDARP00000140935
ENSG00000170044	ENSDARP00000124521
ENSG00000170044	ENSDARP00000083087
ENSG00000170044	ENSDARP00000139723
	ENSDARP00000108883
ENSG00000183520	ENSDARP00000058459
ENSG00000132823	ENSDARP00000038323
ENSG00000164694	ENSDARP00000013881
ENSG00000164694	ENSDARP00000123204
ENSG00000164694	ENSDARP00000138428
ENSG00000198574	ENSDARP00000126542
ENSG00000198574	ENSDARP00000105011
ENSG00000076984	ENSDARP00000116807
ENSG00000076984	ENSDARP00000048190
ENSG00000076984	ENSDARP00000143840
ENSG00000136002	ENSDARP00000126484
ENSG00000136002	ENSDARP00000121185
ENSG00000136002	ENSDARP00000057215
ENSG00000136002	ENSDARP00000142763
ENSG00000136002	ENSDARP00000140976
ENSG00000136002	ENSDARP00000141916
	ENSDARP00000112876
	ENSDARP00000143551
ENSG00000101546	ENSDARP00000114038
ENSG00000101546	ENSDARP00000130453
ENSG00000165609	ENSDARP00000099881
ENSG00000165609	ENSDARP00000131400
ENSG00000165609	ENSDARP00000138956
ENSG00000165609	ENSDARP00000138693
ENSG00000165609	ENSDARP00000133888
ENSG00000165609	
ENSG00000165609	ENSDARP00000100781
	ENSDARP00000123395
ENSG00000196091	ENSDARP00000115680
ENSG00000196091	ENSDARP00000119677
ENSG00000196091	
ENSG00000196091	ENSDARP00000009148
ENSG00000196091	ENSDARP00000066995
ENSG00000196091	ENSDARP00000130841
ENSG00000106809	ENSDARP00000048890
ENSG00000106809	
ENSG00000106809	ENSDARP00000137202
ENSG00000156097	ENSDARP00000114759
ENSG00000156097	ENSDARP00000072416
	ENSDARP00000114940
	ENSDARP00000127345
	ENSDARP00000132753
ENSG00000065135	ENSDARP00000115711
ENSG00000065135	ENSDARP00000047527
ENSG00000115221	ENSDARP00000136814
ENSG00000115221	ENSDARP00000065932
ENSG00000037757	ENSDARP00000117765
ENSG00000037757	ENSDARP00000098757
ENSG00000206647	
ENSG00000206612	
ENSG00000252947	
ENSG00000200897	
ENSG00000201025	
ENSG00000200891	
ENSG00000200206	
ENSG00000200999	
ENSG00000201502	
ENSG00000201666	
ENSG00000276048	
ENSG00000206754	
ENSG00000206948	
ENSG00000222370	
ENSG00000207016	
ENSG00000206731	
ENSG00000200294	
ENSG00000223027	
ENSG00000212529	
ENSG00000212567	
ENSG00000206597	
ENSG00000252727	
ENSG00000253085	
ENSG00000252992	
ENSG00000251898	
ENSG00000201772	
ENSG00000202537	
ENSG00000201809	
ENSG00000238963	
ENSG00000212249	
ENSG00000238840	
ENSG00000200191	
ENSG00000207430	
ENSG00000238519	
ENSG00000207432	
ENSG00000199713	
ENSG00000200496	
ENSG00000239148	
ENSG00000212581	
ENSG00000201810	
ENSG00000239142	
ENSG00000202269	
ENSG00000201398	
ENSG00000212594	
ENSG00000200463	
ENSG00000206987	
ENSG00000212144	
ENSG00000212145	
ENSG00000200026	
ENSG00000251878	
ENSG00000252521	
ENSG00000252410	
ENSG00000252390	
ENSG00000111424	ENSDARP00000139989
ENSG00000111424	ENSDARP00000134553
	ENSDARP00000097135
	ENSDARP00000029802
	ENSDARP00000137578
ENSG00000168591	ENSDARP00000073431
	ENSDARP00000123135
ENSG00000118407	ENSDARP00000103124
ENSG00000186367	ENSDARP00000102579
	ENSDARP00000131133
	ENSDARP00000096840
ENSG00000187608	ENSDARP00000112153
	ENSDARP00000109023
	ENSDARP00000103651
ENSG00000283267	ENSDARP00000072273
ENSG00000106560	ENSDARP00000059270
ENSG00000171115	ENSDARP00000059270
ENSG00000213203	ENSDARP00000059270
ENSG00000281887	ENSDARP00000059270
ENSG00000133561	ENSDARP00000059270
ENSG00000179144	ENSDARP00000059270
ENSG00000133574	ENSDARP00000059270
ENSG00000196329	ENSDARP00000059270
	ENSDARP00000133733
	ENSDARP00000141549
	ENSDARP00000111376
ENSG00000259132	ENSDARP00000004325
ENSG00000092036	ENSDARP00000004325
ENSG00000160888	ENSDARP00000108516
ENSG00000157500	ENSDARP00000080303
	ENSDARP00000122620
ENSG00000133243	ENSDARP00000130005
ENSG00000145708	ENSDARP00000037928
ENSG00000282872	ENSDARP00000139772
ENSG00000163946	ENSDARP00000111272
ENSG00000181619	ENSDARP00000133448
ENSG00000139514	ENSDARP00000135330
ENSG00000124302	ENSDARP00000101160
	ENSDARP00000109971
ENSG00000115602	ENSDARP00000141353
	ENSDARP00000066815
ENSG00000186635	ENSDARP00000110012
ENSG00000087338	ENSDARP00000002411
	ENSDARP00000135279
ENSG00000169814	ENSDARP00000132804
	ENSDARP00000141894
ENSG00000162736	ENSDARP00000132831
ENSG00000162736	ENSDARP00000136668
ENSG00000165525	ENSDARP00000133273
	ENSDARP00000139323
ENSG00000084731	ENSDARP00000020512
	ENSDARP00000138262
	ENSDARP00000138744
	ENSDARP00000074796
ENSG00000165506	ENSDARP00000137300
ENSG00000165506	ENSDARP00000135109
ENSG00000165506	ENSDARP00000135326
ENSG00000136816	ENSDARP00000110024
ENSG00000136827	ENSDARP00000110024
ENSG00000170627	ENSDARP00000135029
ENSG00000234469	ENSDARP00000104954
	ENSDARP00000131868
ENSG00000196739	ENSDARP00000141211
ENSG00000106560	ENSDARP00000094054
ENSG00000171115	ENSDARP00000094054
ENSG00000213203	ENSDARP00000094054
ENSG00000281887	ENSDARP00000094054
ENSG00000133561	ENSDARP00000094054
ENSG00000179144	ENSDARP00000094054
ENSG00000133574	ENSDARP00000094054
ENSG00000196329	ENSDARP00000094054
	ENSDARP00000132495
	ENSDARP00000135933
ENSG00000132481	ENSDARP00000071540
	ENSDARP00000088502
	ENSDARP00000137749
	ENSDARP00000140664
	ENSDARP00000108574
	ENSDARP00000107531
	ENSDARP00000135679
	ENSDARP00000095174
ENSG00000106804	ENSDARP00000088095
ENSG00000181830	ENSDARP00000138906
	ENSDARP00000134747
ENSG00000146950	ENSDARP00000102421
ENSG00000131378	ENSDARP00000139290
ENSG00000106560	ENSDARP00000056026
ENSG00000171115	ENSDARP00000056026
ENSG00000213203	ENSDARP00000056026
ENSG00000281887	ENSDARP00000056026
ENSG00000133561	ENSDARP00000056026
ENSG00000179144	ENSDARP00000056026
ENSG00000133574	ENSDARP00000056026
ENSG00000196329	ENSDARP00000056026
ENSG00000180817	ENSDARP00000135154
	ENSDARP00000140205
	ENSDARP00000042385
	ENSDARP00000133417
	ENSDARP00000137962
	ENSDARP00000133217
ENSG00000121653	ENSDARP00000111313
ENSG00000205476	ENSDARP00000097929
	ENSDARP00000139394
	ENSDARP00000054786
	ENSDARP00000141523
ENSG00000106560	ENSDARP00000139664
ENSG00000171115	ENSDARP00000139664
ENSG00000213203	ENSDARP00000139664
ENSG00000281887	ENSDARP00000139664
ENSG00000133561	ENSDARP00000139664
ENSG00000179144	ENSDARP00000139664
ENSG00000133574	ENSDARP00000139664
ENSG00000196329	ENSDARP00000139664
	ENSDARP00000137455
ENSG00000157551	ENSDARP00000090879
ENSG00000117560	ENSDARP00000136343
ENSG00000116984	ENSDARP00000137634
ENSG00000116984	ENSDARP00000139035
ENSG00000116984	ENSDARP00000135995
ENSG00000167807	ENSDARP00000131094
ENSG00000267673	ENSDARP00000131094
ENSG00000167807	ENSDARP00000088240
ENSG00000267673	ENSDARP00000088240
ENSG00000167807	ENSDARP00000140927
ENSG00000267673	ENSDARP00000140927
ENSG00000162069	ENSDARP00000068757
ENSG00000162069	ENSDARP00000108853
ENSG00000165516	ENSDARP00000138187
	ENSDARP00000102023
ENSG00000135439	ENSDARP00000130101
	ENSDARP00000112305
	ENSDARP00000132141
ENSG00000102858	ENSDARP00000072683
ENSG00000102858	ENSDARP00000027196
	ENSDARP00000136091
	ENSDARP00000139385
	ENSDARP00000132860
ENSG00000121552	ENSDARP00000067593
ENSG00000160213	ENSDARP00000067593
	ENSDARP00000119799
ENSG00000153721	ENSDARP00000133499
ENSG00000074706	ENSDARP00000133499
	ENSDARP00000075296
	ENSDARP00000094962
	ENSDARP00000130978
	ENSDARP00000141967
ENSG00000242114	ENSDARP00000133561
ENSG00000242114	ENSDARP00000141096
	ENSDARP00000068753
ENSG00000149451	ENSDARP00000077690
ENSG00000132481	ENSDARP00000116843
ENSG00000115705	ENSDARP00000046463
ENSG00000205730	ENSDARP00000071393
ENSG00000132837	ENSDARP00000138394
ENSG00000132837	ENSDARP00000003841
	ENSDARP00000139937
ENSG00000134200	ENSDARP00000144591
	ENSDARP00000099163
	ENSDARP00000050456
ENSG00000189320	ENSDARP00000135674
ENSG00000144827	ENSDARP00000101853
ENSG00000173267	ENSDARP00000133416
	ENSDARP00000108865
ENSG00000164051	ENSDARP00000144641
ENSG00000164051	ENSDARP00000076213
	ENSDARP00000105007
	ENSDARP00000133694
ENSG00000204852	ENSDARP00000104299
	ENSDARP00000125016
	ENSDARP00000138268
	ENSDARP00000130280
ENSG00000198650	ENSDARP00000092246
	ENSDARP00000094100
ENSG00000181004	ENSDARP00000012805
	ENSDARP00000110352
ENSG00000198728	ENSDARP00000132230
ENSG00000185313	ENSDARP00000137522
ENSG00000183873	ENSDARP00000137522
ENSG00000168356	ENSDARP00000137522
	ENSDARP00000137891
ENSG00000137841	ENSDARP00000105237
ENSG00000110777	ENSDARP00000141025
ENSG00000137965	ENSDARP00000107762
ENSG00000137959	ENSDARP00000107762
ENSG00000137965	ENSDARP00000144506
ENSG00000137959	ENSDARP00000144506
ENSG00000115226	ENSDARP00000021079
ENSG00000138696	ENSDARP00000130007
ENSG00000284057	ENSDARP00000023604
ENSG00000042429	ENSDARP00000023604
ENSG00000161654	ENSDARP00000067525
ENSG00000198785	ENSDARP00000098956
ENSG00000222028	ENSDARP00000089043
	ENSDARP00000093444
	ENSDARP00000143747
ENSG00000154655	ENSDARP00000113204
	ENSDARP00000138062
ENSG00000130038	ENSDARP00000089336
ENSG00000165283	ENSDARP00000141850
ENSG00000165283	ENSDARP00000131479
ENSG00000130222	ENSDARP00000065648
	ENSDARP00000092875
	ENSDARP00000138612
	ENSDARP00000140407
	ENSDARP00000139552
	ENSDARP00000133356
ENSG00000167964	ENSDARP00000139314
	ENSDARP00000123683
	ENSDARP00000130832
ENSG00000137965	ENSDARP00000022947
ENSG00000137959	ENSDARP00000022947
ENSG00000166479	ENSDARP00000109263
	ENSDARP00000139911
	ENSDARP00000140864
	ENSDARP00000141513
	ENSDARP00000131830
	ENSDARP00000135396
	ENSDARP00000132942
	ENSDARP00000131517
ENSG00000177303	ENSDARP00000131650
ENSG00000106560	ENSDARP00000130673
ENSG00000171115	ENSDARP00000130673
ENSG00000213203	ENSDARP00000130673
ENSG00000281887	ENSDARP00000130673
ENSG00000133561	ENSDARP00000130673
ENSG00000179144	ENSDARP00000130673
ENSG00000133574	ENSDARP00000130673
ENSG00000196329	ENSDARP00000130673
	ENSDARP00000133204
	ENSDARP00000133946
	ENSDARP00000136744
ENSG00000197530	ENSDARP00000137222
ENSG00000026950	ENSDARP00000141552
ENSG00000168903	ENSDARP00000141552
ENSG00000111801	ENSDARP00000141552
ENSG00000186470	ENSDARP00000141552
ENSG00000204290	ENSDARP00000141552
ENSG00000112763	ENSDARP00000141552
ENSG00000204655	ENSDARP00000141552
ENSG00000164010	ENSDARP00000141552
ENSG00000124508	ENSDARP00000141552
ENSG00000165810	ENSDARP00000141552
ENSG00000113303	ENSDARP00000141552
ENSG00000124557	ENSDARP00000141552
ENSG00000134324	ENSDARP00000138463
ENSG00000134324	ENSDARP00000133683
ENSG00000160917	ENSDARP00000007713
ENSG00000124253	ENSDARP00000018261
ENSG00000124253	
ENSG00000124253	ENSDARP00000143368
	ENSDARP00000127280
	ENSDARP00000102815
	ENSDARP00000117059
	ENSDARP00000108365
	ENSDARP00000068971
ENSG00000108641	ENSDARP00000014157
ENSG00000108641	ENSDARP00000123143
ENSG00000108641	
ENSG00000072134	ENSDARP00000128983
ENSG00000072134	ENSDARP00000127680
ENSG00000075461	ENSDARP00000099217
ENSG00000070495	ENSDARP00000139813
ENSG00000070495	ENSDARP00000141713
ENSG00000267168	ENSDARP00000136449
ENSG00000181038	ENSDARP00000136449
	ENSDARP00000117178
ENSG00000042445	ENSDARP00000093465
	ENSDARP00000104229
ENSG00000183921	ENSDARP00000128404
ENSG00000183921	ENSDARP00000078285
	ENSDARP00000128119
ENSG00000068697	ENSDARP00000006123
ENSG00000068697	
	ENSDARP00000123692
ENSG00000132031	ENSDARP00000124655
ENSG00000132031	ENSDARP00000125091
ENSG00000132031	ENSDARP00000091381
ENSG00000132031	ENSDARP00000127244
ENSG00000132031	ENSDARP00000091383
ENSG00000035862	ENSDARP00000092838
ENSG00000035862	ENSDARP00000141124
ENSG00000182040	ENSDARP00000007488
ENSG00000168646	ENSDARP00000132477
ENSG00000168646	
ENSG00000168646	ENSDARP00000138141
ENSG00000168646	ENSDARP00000143690
ENSG00000158435	ENSDARP00000090050
ENSG00000158435	ENSDARP00000123969
ENSG00000112041	ENSDARP00000124333
ENSG00000112041	ENSDARP00000132292
ENSG00000112041	ENSDARP00000102889
ENSG00000112041	ENSDARP00000133241
ENSG00000169016	ENSDARP00000121362
ENSG00000169016	ENSDARP00000106693
ENSG00000169016	ENSDARP00000020835
ENSG00000126247	ENSDARP00000021850
ENSG00000256812	ENSDARP00000021850
ENSG00000126247	ENSDARP00000127492
ENSG00000256812	ENSDARP00000127492
ENSG00000126247	ENSDARP00000129147
ENSG00000256812	ENSDARP00000129147
ENSG00000126247	
ENSG00000256812	
	ENSDARP00000123635
	ENSDARP00000141232
	ENSDARP00000143101
	ENSDARP00000137881
	ENSDARP00000114748
	ENSDARP00000141809
ENSG00000259288	ENSDARP00000113873
ENSG00000137843	ENSDARP00000113873
ENSG00000259288	ENSDARP00000114247
ENSG00000137843	ENSDARP00000114247
ENSG00000259288	ENSDARP00000090883
ENSG00000137843	ENSDARP00000090883
ENSG00000282608	ENSDARP00000127648
ENSG00000282608	ENSDARP00000094059
ENSG00000111696	ENSDARP00000085982
ENSG00000111696	
	ENSDARP00000120887
	ENSDARP00000070879
	ENSDARP00000133141
ENSG00000084674	ENSDARP00000120745
ENSG00000084674	ENSDARP00000144532
	ENSDARP00000125535
	ENSDARP00000121833
ENSG00000175928	ENSDARP00000078824
	ENSDARP00000132755
	ENSDARP00000141862
ENSG00000128815	ENSDARP00000117963
ENSG00000128815	ENSDARP00000120577
ENSG00000128815	ENSDARP00000123055
ENSG00000128815	ENSDARP00000097777
ENSG00000103275	ENSDARP00000129135
ENSG00000103275	ENSDARP00000052745
ENSG00000103275	ENSDARP00000128330
ENSG00000103275	
ENSG00000136574	ENSDARP00000135304
ENSG00000136574	ENSDARP00000132676
ENSG00000103522	ENSDARP00000127801
ENSG00000103522	ENSDARP00000093019
ENSG00000144959	ENSDARP00000122149
ENSG00000144959	ENSDARP00000131467
ENSG00000079459	ENSDARP00000141194
ENSG00000079459	ENSDARP00000133463
ENSG00000183137	ENSDARP00000048536
ENSG00000183137	ENSDARP00000127198
ENSG00000183137	ENSDARP00000127169
ENSG00000163626	ENSDARP00000140728
ENSG00000163626	
	ENSDARP00000127861
ENSG00000182601	ENSDARP00000069031
	ENSDARP00000021545
	ENSDARP00000130980
	ENSDARP00000129100
	ENSDARP00000129644
ENSG00000186862	ENSDARP00000118378
ENSG00000186862	ENSDARP00000139792
ENSG00000186862	ENSDARP00000131606
ENSG00000186862	ENSDARP00000103199
ENSG00000141858	ENSDARP00000130637
ENSG00000141858	ENSDARP00000131835
ENSG00000108666	ENSDARP00000081630
ENSG00000108666	ENSDARP00000120543
ENSG00000108666	ENSDARP00000140300
	ENSDARP00000131388
	ENSDARP00000138108
ENSG00000131941	
ENSG00000131941	ENSDARP00000024226
ENSG00000131941	ENSDARP00000142750
	ENSDARP00000119937
	ENSDARP00000116342
ENSG00000071205	ENSDARP00000125034
ENSG00000071205	ENSDARP00000124030
ENSG00000071205	ENSDARP00000100587
ENSG00000253958	ENSDARP00000128288
ENSG00000253958	ENSDARP00000109977
ENSG00000164169	ENSDARP00000053368
ENSG00000164169	ENSDARP00000124420
ENSG00000164169	ENSDARP00000140608
ENSG00000164169	ENSDARP00000143554
ENSG00000172977	
ENSG00000172977	ENSDARP00000123032
ENSG00000172977	ENSDARP00000113020
ENSG00000172977	ENSDARP00000121757
ENSG00000172977	ENSDARP00000118486
ENSG00000172977	ENSDARP00000020993
	ENSDARP00000108595
	ENSDARP00000141300
ENSG00000142494	ENSDARP00000082066
ENSG00000087053	ENSDARP00000007407
ENSG00000172915	ENSDARP00000141991
ENSG00000172915	
